Date,Time,Temperature(C),Feel likes(C),Chance of Prec.(%),Humidity(%),Visibity(km),Pressure(hPa),State,Real State,Rain,Cloudy,Sunny,Fog
27-06-2023,08:00,27,32,21,87,3,1003,Cloudy ,Cloudy,0,1,0,0
27-06-2023,09:00,27,32,22,86,9,1003,Cloudy ,Cloudy,0,1,0,0
27-06-2023,10:00,28,34,23,90,3,1003,Cloudy ,Rain,1,1,0,0
27-06-2023,11:00,28,33,30,85,9,1003,Isolated Thunderstroms ,Rain,1,1,0,0
27-06-2023,12:00,27,32,53,90,9,1003,Rain,Sunny,0,0,1,0
27-06-2023,13:00,28,33,48,88,3,1003,Rain,Cloudy,0,1,0,0
27-06-2023,14:00,27,32,47,91,9,1002,Rain,Sunny,0,0,1,0
27-06-2023,15:00,27,32,32,90,9,1002,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
27-06-2023,16:00,27,31,20,85,3,1002,Cloudy ,Cloudy,0,1,0,0
27-06-2023,17:00,27,31,20,83,3,1002,Cloudy ,Rain,0,1,0,0
27-06-2023,18:00,27,31,15,85,3,1002,Cloudy ,Cloudy,0,1,0,0
27-06-2023,19:00,27,31,30,83,3,1003,Rain,Cloudy,0,1,0,0
27-06-0203,20:00,27,31,50,81,3,1004,Scattered Thunderstroms,Sunny,0,0,1,0
27-06-2023,21:00,27,30,47,82,3,1004,Scattered Thunderstroms,Sunny,0,0,1,0
27-06-2023,22:00,27,30,75,83,3,1005,Thunderstroms,Sunny,0,0,1,0
27-06-2023,23:00,27,30,63,82,3,1005,Scattered Thunderstroms,Cloudy,0,1,0,0
28-06-2023,00:00,27,30,90,82,4,1003,Rain,Cloudy,0,1,0,0
28-06-2023,01:00,26,30,80,84,3,1002,Rain,Cloudy,0,1,0,0
28-06-2023,02:00,26,30,64,86,3,1002,Rain,Cloudy,0,1,0,0
28-06-2023,03:00,26,30,100,86,1.5,1001,Rain,Rain,1,1,0,0
28-06-2023,04:00,26,30,100,87,1,1001,Rain,Rain,1,1,0,0
28-06-2023,05:00,26,30,91,87,1.5,1002,Rain,Rain,1,1,0,0
28-06-2023,06:00,26,30,87,88,3,1003,Rain,Rain,1,1,0,0
28-06-2023,07:00,26,30,84,89,6,1002,Rain,Rain,1,1,0,0
28-06-2023,08:00,27,31,86,88,8,1003,Rain,Rain,1,1,0,0
28-06-2023,09:00,28,33,74,86,8,1004,Rain,Rain,1,1,0,0
28-06-2023,10:00,27,32,71,94,3,1006,Rain,Rain,1,1,0,0
28-06-2023,11:00,29,35,76,84,3,1003,Rain,Rain,1,1,0,0
28-06-2023,12:00,28,33,79,90,8,1006,Rain,Rain,1,1,0,0
28-06-2023,13:00,28,33,48,90,8,1005,Scattered Thunderstroms,Rain,1,1,0,0
28-06-2023,14:00,27,32,38,92,9,1004,Scattered Thunderstroms,Cloudy,0,1,0,0
28-06-2023,15:00,27,32,75,89,9,1004,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
28-06-2023,16:00,28,33,16,84,8,1004,Cloudy ,Cloudy,0,1,0,0
28-06-2023,17:00,28,33,13,85,9,1003,Cloudy ,Cloudy,0,1,0,0
28-06-2023,18:00,27,32,23,88,8,1004,Cloudy ,Cloudy,0,1,0,0
28-06-2023,19:00,27,32,18,88,9,1004,Cloudy ,Cloudy,0,1,0,0
28-06-2023,20:00,28,32,14,83,9,1003,Cloudy ,Cloudy,0,1,0,0
28-06-2023,21:00,28,32,11,83,8,1004,Cloudy ,Cloudy,0,1,0,0
28-06-2023,22:00,28,32,13,83,9,1003,Cloudy ,Cloudy,0,1,0,0
28-06-2023,23:00,27,31,14,84,8,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,00:00,27,32,23,86,8,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,01:00,27,31,19,87,8,1003,Cloudy ,Cloudy,0,1,0,0
29-06-2023,02:00,27,32,20,87,9,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,03:00,27,31,43,88,8,1005,Scattered Thunderstroms,Cloudy,0,1,0,0
29-06-2023,04:00,27,31,77,89,6,1006,Thunderstroms,Thunderstroms,1,1,0,0
29-06-2023,05:00,27,31,85,89,6,1005,Thunderstroms,Thunderstroms,1,1,0,0
29-06-2023,06:00,27,31,88,90,3,1006,Rain,Rain,1,1,0,0
29-06-2023,07:00,27,32,88,88,4,1005,Rain,Rain,1,1,0,0
29-06-2023,08:00,28,33,89,86,8,1005,Rain,Cloudy,0,1,0,0
29-06-2023,09:00,29,34,24,89,9,1004,Rain,Cloudy,0,1,0,0
29-06-2023,10:00,28,34,51,84,8,1005,Rain,Rain,1,1,0,0
29-06-2023,11:00,28,34,84,88,3,1006,Rain,Cloudy,0,1,0,0
29-06-2023,12:00,28,34,99,90,8,1005,Rain,Rain,1,1,0,0
29-06-2023,13:00,28,34,99,93,3,1005,Rain,Rain,1,1,0,0
29-06-2023,14:00,27,32,19,90,9,1004,Rain,Cloudy,0,1,0,0
29-06-2023,15:00,28,32,40,90,9,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,16:00,27,32,23,90,6,1003,Cloudy ,Cloudy,0,1,0,0
29-06-2023,17:00,28,33,14,88,8,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,18:00,28,32,20,83,3,1002,Scattered Thunderstroms,Sunny,0,0,1,0
29-06-2023,19:00,28,32,16,88,3,1003,Thunderstroms,Cloudy,0,1,0,0
29-06-2023,20:00,27,32,19,83,3,1004,Thunderstroms,Thunderstroms,1,1,0,0
29-06-2023,21:00,27,32,15,86,3,1004,Cloudy ,Cloudy,0,1,0,0
29-06-2023,22:00,27,31,17,86,3,1004,Mostly cloudy ,Mostly cloudy,0,1,0,0
29-06-2023,23:00,27,31,18,82,3,1004,Mostly cloudy ,Mostly cloudy,0,1,0,0
30-06-2023,00:00,27,31,18,86,3,1004,Mostly cloudy ,Mostly cloudy,0,1,0,0
30-06-2023,01:00,27,31,18,87,3,1004,Cloudy ,Cloudy,0,1,0,0
30-06-2023,02:00,27,31,19,88,3,1003,Cloudy ,Cloudy,0,1,0,0
30-06-2023,03:00,27,31,20,89,3,1004,Cloudy ,Cloudy,0,1,0,0
30-06-2023,04:00,27,31,24,90,3,1004,Mostly cloudy ,Cloudy,0,1,0,0
30-06-2023,05:00,27,31,58,90,3,1004,Scattered Thunderstroms,Cloudy,0,1,0,0
30-06-2023,06:00,27,31,85,90,3,1004,Thunderstroms,Cloudy,0,1,0,0
30-06-2023,07:00,28,33,23,88,3,1004,Thunderstroms,Thunderstroms,1,1,0,0
30-06-2023,08:00,28,34,19,84,3,1004,Thunderstroms,Thunderstroms,1,1,0,0
30-06-2023,09:00,29,35,14,84,4,1005,Thunderstroms,Cloudy,0,1,0,0
30-06-2023,10:00,29,37,30,83,4,1005,Mostly cloudy ,Mostly cloudy,0,1,0,0
30-06-2023,11:00,29,36,45,80,4,1004,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
30-06-2023,12:00,30,36,45,82,9,1005,Rain,Rain,1,1,0,0
30-06-2023,13:00,30,36,34,82,9,1004,Scattered Thunderstroms,Cloudy,0,1,0,0
30-06-2023,14:00,33,42,73,74,4,1004,Thunderstroms,Cloudy,0,1,0,0
30-06-2023,15:00,30,37,97,77,11,1002,Thunderstroms,Cloudy,0,1,0,0
30-06-2023,16:00,29,35,100,80,9,1002,Rain,Cloudy,0,1,0,0
30-06-2023,17:00,29,34,88,81,9,1001,Rain,Rain,1,1,0,0
30-06-2023,18:00,27,31,59,90,9,1001,Scattered Thunderstroms,Rain,1,1,0,0
30-06-2023,19:00,27,32,51,89,3,1002,Rain,Rain,1,1,0,0
30-06-2023,20:00,27,32,44,85,8,1002,Rain,Rain,1,1,0,0
30-06-2023,21:00,28,33,39,90,8,1003,Rain,Cloudy,0,1,0,0
30-06-2023,22:00,28,33,30,90,6,1003,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
30-06-2023,23:00,27,32,15,84,3,1003,Cloudy ,Cloudy,0,1,0,0
01-07-2023,00:00,27,32,44,87,3,1003,Scattered Thunderstroms,Cloudy,0,1,0,0
01-07-2023,01:00,26,26,35,89,3,1002,Scattered Thunderstroms,Cloudy,0,1,0,0
01-07-2023,02:00,27,31,18,88,3,1002,Cloudy ,Cloudy,0,1,0,0
01-07-2023,03:00,27,31,21,89,3,1003,Cloudy ,Mostly cloudy,0,1,0,0
01-07-2023,04:00,27,31,21,89,3,1002,Cloudy ,Mostly cloudy,0,1,0,0
01-07-2023,05:00,27,30,31,90,3,1003,Isolated Thunderstroms ,Sunny,0,0,1,0
01-07-2023,06:00,27,32,61,87,3,1003,Rain,Rain,1,1,0,0
01-07-2023,07:00,27,33,86,90,3,1003,Rain,Rain,1,1,0,0
01-07-2023,08:00,28,34,78,88,4,1004,Rain,Cloudy,0,1,0,0
01-07-2023,09:00,29,35,84,84,4,1004,Rain,Rain,1,1,0,0
01-07-2023,10:00,29,36,65,85,6,1004,Rain,Cloudy,0,1,0,0
01-07-2023,11:00,29,36,86,82,11,1004,Rain,Cloudy,0,1,0,0
01-07-2023,12:00,29,36,39,84,11,1004,Scattered Thunderstroms,Rain,1,1,0,0
01-07-2023,13:00,30,37,78,81,4,1003,Thunderstroms,Cloudy,0,1,0,0
01-07-2023,14:00,29,37,100,82,11,1003,Rain,Rain,1,1,0,0
01-07-2023,15:00,30,37,100,90,11,1003,Rain,Mostly cloudy,0,1,0,0
01-07-2023,16:00,29,36,72,90,3,1002,Rain,Rain,1,1,0,0
01-07-2023,17:00,29,35,33,83,3,1002,Rain,Cloudy,0,1,0,0
01-07-2023,18:00,29,35,15,84,3,1003,Cloudy ,Cloudy,0,1,0,0
01-07-2023,19:00,28,34,16,84,3,1002,Cloudy ,Rain,1,1,0,0
01-07-2023,20:00,28,34,59,89,8,1003,Cloudy ,Rain,1,1,0,0
01-07-2023,21:00,28,33,7,89,3,1003,Rain,Mostly cloudy,0,1,0,0
01-07-2023,22:00,27,32,6,88,3,1004,Cloudy ,Cloudy,0,1,0,0
01-07-2023,23:00,27,32,11,85,3,1004,Cloudy ,Cloudy,0,1,0,0
02-07-2023,00:00,27,32,13,87,3,1004,Cloudy ,Cloudy,0,1,0,0
02-07-2023,01:00,27,32,13,87,3,1004,Cloudy ,Cloudy,0,1,0,0
02-07-2023,02:00,27,32,13,88,3,1004,Cloudy ,Cloudy,0,1,0,0
02-07-2023,03:00,27,32,30,88,3,1004,Scattered Thunderstroms,Cloudy,0,1,0,0
02-07-2023,04:00,27,32,53,88,3,1003,Rain,Cloudy,0,1,0,0
02-07-2023,05:00,27,32,48,90,3,1003,Rain,Mostly cloudy,0,1,0,0
02-07-2023,06:00,28,33,54,89,3,1004,Rain,Mostly cloudy,0,1,0,0
02-07-2023,07:00,28,34,63,88,3,1003,Rain,Partly Cloudy ,0,1,0,0
02-07-2023,08:00,29,36,63,84,3,1002,Rain,Partly Cloudy ,0,1,0,0
02-07-2023,09:00,30,37,62,82,3,1004,Rain,Cloudy,0,1,0,0
02-07-2023,10:00,30,38,68,81,3,1004,Rain,Cloudy,0,1,0,0
02-07-2023,11:00,31,39,73,78,3,1003,Rain,Cloudy,0,1,0,0
02-07-2023,12:00,31,39,82,78,3,1003,Rain,Cloudy,0,1,0,0
02-07-2023,13:00,31,42,20,78,3,1003,Cloudy ,Rain,1,1,0,0
02-07-2023,14:00,31,41,20,80,3,1003,Cloudy ,Cloudy,0,1,0,0
02-07-2023,15:00,31,39,57,80,4,1001,Rain,Cloudy,0,1,0,0
02-07-2023,16:00,30,37,99,79,4,1001,Rain,Rain,1,1,0,0
02-07-2023,17:00,29,35,100,80,3,1000,Rain,Rain,1,1,0,0
02-07-2023,18:00,29,35,100,80,9,1001,Rain,Cloudy,0,1,0,0
02-07-2023,19:00,29,34,59,81,6,1001,Rain,Cloudy,0,1,0,0
02-07-2023,20:00,28,34,6,89,6,1001,Cloudy ,Cloudy,0,1,0,0
02-07-2023,21:00,28,34,6,84,3,1003,Cloudy ,Cloudy,0,1,0,0
02-07-2023,22:00,28,33,7,84,3,1003,Cloudy ,Sunny,0,0,1,0
02-07-2023,23:00,24,32,12,84,3,1003,Cloudy ,Sunny,0,0,1,0
03-07-2023,00:00,28,33,13,89,3,1003,Cloudy ,Sunny,0,0,1,0
03-07-2023,01:00,27,32,14,85,3,1003,Cloudy ,Mostly cloudy,0,1,0,0
03-07-2023,02:00,28,33,17,86,3,1003,Cloudy ,Cloudy,0,1,0,0
03-07-2023,03:00,27,33,18,87,3,1002,Cloudy ,Cloudy,0,1,0,0
03-07-2023,04:00,27,32,24,88,3,1002,Cloudy ,Cloudy,0,1,0,0
03-07-2023,05:00,27,32,43,88,3,1002,Scattered Thunderstroms,Cloudy,0,1,0,0
03-07-2023,06:00,27,33,48,88,3,1004,Rain,Cloudy,0,1,0,0
03-07-2023,07:00,28,34,50,88,3,1004,Rain,Partly Cloudy ,0,0,0,0
03-07-2023,08:00,29,36,48,84,3,1004,Rain,Partly Cloudy ,0,0,0,0
03-07-2023,09:00,30,38,53,80,3,1004,Rain,Cloudy,0,1,0,0
03-07-2023,10:00,31,39,44,77,3,1004,Rain,Mostly cloudy,0,1,0,0
03-07-2023,11:00,32,40,58,74,3,1004,Rain,Mostly cloudy,0,1,0,0
03-07-2023,12:00,32,41,22,75,4,1003,Cloudy ,Cloudy,0,1,0,0
03-07-2023,13:00,32,41,23,74,4,1003,Cloudy ,Cloudy,0,1,0,0
03-07-2023,14:00,32,40,31,75,11,1002,Scattered Thunderstroms,Cloudy,0,1,0,0
03-07-2023,15:00,32,40,53,74,11,1001,Rain,Cloudy,0,1,0,0
03-07-2023,16:00,31,38,82,77,11,1001,Rain,Cloudy,0,1,0,0
03-07-2023,17:00,30,37,72,81,3,1000,Rain,Cloudy,0,1,0,0
03-07-2023,18:00,29,36,46,81,3,1001,Rain,Cloudy,0,1,0,0
03-07-2023,19:00,29,35,39,82,4,1001,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
03-07-2023,20:00,29,35,44,84,4,1002,Scattered Thunderstroms,Thunderstroms,1,1,0,0
03-07-2023,21:00,29,35,12,80,4,1002,Mostly cloudy ,Mostly cloudy,0,1,0,0
03-07-2023,22:00,29,34,12,81,3,1004,Mostly cloudy ,Mostly cloudy,0,1,0,0
03-07-2023,23:00,28,33,10,81,3,1004,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,00:00,28,33,8,83,4,1003,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,01:00,28,33,9,84,4,1003,Cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,02:00,28,34,9,86,3,1003,Cloudy ,Cloudy,0,1,0,0
04-07-2023,03:00,28,33,16,87,3,1003,Cloudy ,Cloudy,0,1,0,0
04-07-2023,04:00,28,33,33,88,3,1003,Scattered Thunderstroms,Cloudy,0,1,0,0
04-07-2023,05:00,27,33,32,89,3,1003,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
04-07-2023,06:00,28,33,36,89,3,1003,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
04-07-2023,07:00,28,35,39,87,3,1003,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
04-07-2023,08:00,29,36,35,84,3,1003,Rain,Cloudy,0,1,0,0
04-07-2023,09:00,30,38,31,79,4,1003,Scattered Thunderstroms,Cloudy,0,1,0,0
04-07-2023,10:00,31,39,40,75,4,1003,Rain,Cloudy,0,1,0,0
04-07-2023,11:00,33,43,11,67,4,1003,Partly cloudy,Partly cloudy,0,0,0,0
04-07-2023,12:00,33,43,12,66,4,1002,Partly cloudy,Partly cloudy,0,0,0,0
04-07-2023,13:00,33,43,15,66,4,1002,Partly cloudy,Partly cloudy,0,0,0,0
04-07-2023,14:00,33,42,16,68,4,1001,Partly cloudy,Cloudy,0,1,0,0
04-07-2023,15:00,33,41,17,68,4,1000,Mostly cloudy ,Cloudy,0,1,0,0
04-07-2023,16:00,32,40,16,70,4,1000,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,17:00,32,39,22,71,4,1001,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,18:00,31,38,37,73,3,1001,Rain,Cloudy,0,1,0,0
04-07-2023,19:00,30,37,35,76,4,1001,Rain,Cloudy,0,1,0,0
04-07-2023,20:00,30,36,35,78,4,1001,Rain,Cloudy,0,1,0,0
04-07-2023,21:00,29,35,18,81,4,1000,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,22:00,29,34,18,81,3,1001,Mostly cloudy ,Mostly cloudy,0,1,0,0
04-07-2023,23:00,28,33,18,82,3,1001,Mostly cloudy ,Cloudy,0,1,0,0
05-07-2023,00:00,29,35,5,81,3,1002,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,01:00,28,33,5,83,3,1002,Cloudy ,Cloudy,0,1,0,0
05-07-2023,02:00,28,33,7,84,3,1001,Cloudy ,Cloudy,0,1,0,0
05-07-2023,03:00,28,33,7,84,3,1002,Cloudy ,Cloudy,0,1,0,0
05-07-2023,04:00,28,32,7,84,6,1001,Cloudy ,Cloudy,0,1,0,0
05-07-2023,05:00,27,32,17,85,6,1002,Cloudy ,Cloudy,0,1,0,0
05-07-2023,06:00,28,32,44,85,3,1002,Rain,Cloudy,0,1,0,0
05-07-2023,07:00,28,34,38,85,3,1003,Rain,Cloudy,0,1,0,0
05-07-2023,08:00,29,35,24,81,3,1003,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,09:00,30,37,24,77,4,1003,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,10:00,31,38,32,73,6,1003,Isolated Thunderstroms ,Mostly cloudy,0,1,0,0
05-07-2023,11:00,31,40,32,72,11,1004,Rain,Cloudy,0,1,0,0
05-07-2023,12:00,32,40,42,72,11,1003,Rain,Cloudy,0,1,0,0
05-07-2023,13:00,32,40,18,70,9,1003,Cloudy ,Cloudy,0,1,0,0
05-07-2023,14:00,32,40,23,71,9,1002,Cloudy ,Cloudy,0,1,0,0
05-07-2023,15:00,31,39,15,72,9,1002,Cloudy ,Cloudy,0,1,0,0
05-07-2023,16:00,31,38,21,73,9,1002,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,17:00,30,37,24,74,6,1001,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,18:00,30,36,24,76,9,1001,Mostly cloudy ,Mostly cloudy,0,1,0,0
05-07-2023,19:00,29,35,32,77,9,1001,Rain,Cloudy,0,1,0,0
05-07-2023,20:00,29,34,31,79,11,1000,Rain,Cloudy,0,1,0,0
05-07-2023,21:00,28,33,24,81,3,1001,Cloudy ,Cloudy,0,1,0,0
05-07-2023,22:00,28,34,24,81,3,1001,Cloudy ,Cloudy,0,1,0,0
05-07-2023,23:00,28,32,44,81,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,00:00,28,33,24,80,3,1002,Cloudy ,Cloudy,0,1,0,0
06-07-2023,01:00,27,32,54,82,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,02:00,28,32,57,84,3,1001,Rain,Cloudy,0,1,0,0
06-07-2023,03:00,27,32,52,84,3,1000,Rain,Rain,1,1,0,0
06-07-2023,04:00,27,32,67,86,3,1001,Rain,Rain,1,1,0,0
06-07-2023,05:00,27,32,64,86,4,1001,Rain,Cloudy,0,1,0,0
06-07-2023,06:00,27,32,70,87,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,07:00,28,33,78,86,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,08:00,28,34,74,83,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,09:00,29,35,68,80,3,1003,Rain,Cloudy,0,1,0,0
06-07-2023,10:00,30,37,72,79,3,1003,Rain,Cloudy,0,1,0,0
06-07-2023,11:00,30,38,19,78,3,1003,Cloudy ,Cloudy,0,1,0,0
06-07-2023,12:00,31,39,33,78,3,1003,Isolated Thunderstroms ,Cloudy,0,1,0,0
06-07-2023,13:00,31,39,61,77,3,1002,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
06-07-2023,14:00,31,39,59,78,3,1001,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
06-07-2023,15:00,30,38,44,78,3,1001,Scattered Thunderstroms,scattered Thunderstroms,1,1,0,0
06-07-2023,16:00,30,37,31,79,3,1001,Isolated Thunderstroms ,Cloudy,0,1,0,0
06-07-2023,17:00,29,36,34,81,3,1001,Isolated Thunderstroms ,Rain,1,1,0,0
06-07-2023,18:00,29,35,35,81,4,1002,Rain,Cloudy,0,1,0,0
06-07-2023,19:00,29,34,37,83,3,1002,Rain,Cloudy,0,1,0,0
06-07-2023,20:00,28,34,38,84,4,1003,Rain,Cloudy,0,1,0,0
06-07-2023,21:00,28,33,39,84,4,1003,Scattered Thunderstroms,Cloudy,0,1,0,0
06-07-2023,22:00,28,33,42,84,3,1004,Rain,Cloudy,0,1,0,0
06-07-2023,23:00,28,32,47,83,4,1004,Rain,Cloudy,0,1,0,0
07-07-2023,00:00,28,33,18,83,4,1004,Cloudy ,Cloudy,0,1,0,0
07-07-2023,01:00,27,32,19,84,4,1003,Cloudy ,Cloudy,0,1,0,0
07-07-2023,02:00,28,32,24,86,3,1003,Cloudy ,Cloudy,0,1,0,0
07-07-2023,03:00,27,31,68,87,3,1003,Rain,Rain,1,1,0,0
07-07-2023,04:00,27,31,91,88,3,1003,Rain,Rain,1,1,0,0
07-07-2023,05:00,27,31,89,88,3,1002,Rain,Cloudy,0,1,0,0
07-07-2023,06:00,27,31,93,88,3,1002,Rain,Cloudy,0,1,0,0
07-07-2023,07:00,28,33,78,87,3,1001,Rain,Rain,1,1,0,0
07-07-2023,08:00,28,34,79,85,3,1004,Rain,Rain,1,1,0,0
07-07-2023,09:00,29,35,82,84,3,1005,Rain,Cloudy,0,1,0,0
07-07-2023,10:00,29,36,84,83,4,1005,Rain,Rain,1,1,0,0
07-07-2023,11:00,30,37,75,83,4,1004,Rain,Rain,1,1,0,0
07-07-2023,12:00,30,37,80,83,6,1004,Rain,Rain,1,1,0,0
07-07-2023,13:00,30,37,34,78,9,1003,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
07-07-2023,14:00,30,36,30,79,6,1003,Isolated Thunderstroms ,Cloudy,0,1,0,0
07-07-2023,15:00,29,36,20,80,6,1003,Cloudy ,Cloudy,0,1,0,0
07-07-2023,16:00,29,35,32,79,4,1002,Isolated Thunderstroms ,Cloudy,0,1,0,0
07-07-2023,17:00,29,34,57,80,9,1001,Rain,Cloudy,0,1,0,0
07-07-2023,18:00,28,33,41,81,9,1003,Rain,Cloudy,0,1,0,0
07-07-2023,19:00,28,34,20,78,6,1003,Cloudy ,Cloudy,0,1,0,0
07-07-2023,20:00,27,32,23,82,4,1005,Cloudy ,Cloudy,0,1,0,0
07-07-2023,21:00,28,33,9,69,4,1005,Mostly cloudy ,Mostly cloudy,0,1,0,0
07-07-2023,22:00,28,33,10,78,4,1006,Mostly cloudy ,Mostly cloudy,0,1,0,0
07-07-2023,23:00,28,33,14,79,4,1006,Cloudy ,Cloudy,0,1,0,0
08-07-2023,00:00,28,33,15,80,3,1005,Cloudy ,Cloudy,0,1,0,0
08-07-2023,01:00,28,32,16,81,3,1005,Cloudy ,Cloudy,0,1,0,0
08-07-2023,02:00,28,32,16,83,3,1004,Cloudy ,Cloudy,0,1,0,0
08-07-2023,03:00,27,32,15,84,3,1004,Cloudy ,Cloudy,0,1,0,0
08-07-2023,04:00,27,32,23,85,3,1004,Cloudy ,Cloudy,0,1,0,0
08-07-2023,05:00,27,32,58,86,4,1004,Rain,Cloudy,0,1,0,0
08-07-2023,06:00,27,32,57,85,4,1005,Rain,Cloudy,0,1,0,0
08-07-2023,07:00,28,33,54,84,4,1005,Rain,Cloudy,0,1,0,0
08-07-2023,08:00,29,34,51,82,4,1006,Rain,Cloudy,0,1,0,0
08-07-2023,09:00,29,36,49,80,4,1006,Rain,Cloudy,0,1,0,0
08-07-2023,10:00,30,37,52,77,4,1006,Rain,Cloudy,0,1,0,0
08-07-2023,11:00,31,38,67,76,6,1005,Rain,Cloudy,0,1,0,0
08-07-2023,12:00,31,39,20,73,4,1005,Cloudy ,Rain,1,1,0,0
08-07-2023,13:00,31,38,21,75,4,1004,Cloudy ,Rain,1,1,0,0
08-07-2023,14:00,31,38,24,76,4,1003,Cloudy ,Cloudy,0,1,0,0
08-07-2023,15:00,31,39,18,73,4,1003,Cloudy ,Cloudy,0,1,0,0
08-07-2023,16:00,31,38,16,73,4,1003,Cloudy ,Cloudy,0,1,0,0
08-07-2023,17:00,30,36,13,75,4,1002,Cloudy ,Cloudy,0,1,0,0
08-07-2023,18:00,30,36,8,77,4,1002,Cloudy ,Cloudy,0,1,0,0
08-07-2023,19:00,29,35,8,79,4,1003,Cloudy ,Cloudy,0,1,0,0
08-07-2023,20:00,29,34,9,81,4,1004,Cloudy ,Cloudy,0,1,0,0
08-07-2023,21:00,28,34,19,82,4,1004,Cloudy ,Cloudy,0,1,0,0
08-07-2023,22:00,28,34,31,83,3,1005,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
08-07-2023,23:00,28,33,33,83,3,1005,Rain,Cloudy,0,1,0,0
09-07-2023,00:00,28,34,40,84,3,1005,Rain,Cloudy,0,1,0,0
09-07-2023,01:00,28,33,40,85,3,1005,Rain,Cloudy,0,1,0,0
09-07-2023,02:00,28,34,50,87,8,1005,Rain,Cloudy,0,1,0,0
09-07-2023,03:00,28,33,51,87,8,1005,Rain,Mostly cloudy,0,1,0,0
09-07-2023,04:00,28,33,50,87,8,1006,Rain,Mostly cloudy,0,1,0,0
09-07-2023,05:00,27,32,50,88,6,1006,Rain,Mostly cloudy,0,1,0,0
09-07-2023,06:00,27,33,51,88,6,1006,Rain,Mostly cloudy,0,1,0,0
09-07-2023,07:00,28,33,50,88,6,1006,Rain,Cloudy,0,1,0,0
09-07-2023,08:00,28,34,51,87,9,1006,Rain,Cloudy,0,1,0,0
09-07-2023,09:00,29,36,54,90,11,1006,Rain,Cloudy,0,1,0,0
09-07-2023,10:00,29,38,18,88,8,1006,Cloudy ,Cloudy,0,1,0,0
09-07-2023,11:00,30,39,19,85,12,1006,Cloudy ,Cloudy,0,1,0,0
09-07-2023,12:00,30,40,31,84,12,1005,Isolated Thunderstroms ,Isolated Thunderstroms ,1,1,0,0
09-07-2023,13:00,31,40,64,84,14,1005,Rain,Rain,1,1,0,0
09-07-2023,14:00,31,42,68,82,14,1004,Rain,Rain,1,1,0,0
09-07-2023,15:00,31,41,69,82,12,1003,Rain,Rain,1,1,0,0
09-07-2023,16:00,31,40,62,84,6,1002,Rain,Rain,1,1,0,0
09-07-2023,17:00,30,39,41,84,12,1003,Rain,Rain,1,1,0,0
09-07-2023,18:00,30,38,24,86,12,1003,Cloudy ,Cloudy,0,1,0,0
09-07-2023,19:00,29,36,32,91,6,1003,Isolated Thunderstroms ,Rain,1,1,0,0
09-07-2023,20:00,29,37,36,94,9,1004,Rain,Rain,1,1,0,0
09-07-2023,21:00,28,36,41,95,6,1004,Rain,Cloudy,0,1,0,0
09-07-2023,22:00,28,35,70,95,6,1005,Rain,Cloudy,0,1,0,0
09-07-2023,23:00,27,33,86,94,6,1005,Rain,Cloudy,0,1,0,0
10-07-2023,00:00,27,34,24,95,6,1005,Cloudy ,Cloudy,0,1,0,0
10-07-2023,01:00,27,32,52,97,6,1005,Rain,Cloudy,0,1,0,0
10-07-2023,02:00,27,33,66,97,6,1005,Rain,Cloudy,0,1,0,0
10-07-2023,03:00,27,32,71,95,6,1004,Rain,Cloudy,0,1,0,0
10-07-2023,04:00,27,32,71,97,6,1004,Rain,Cloudy,0,1,0,0
